"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"1533","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,34.992301404,-83.104036019,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",10863098
"1534","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.038580785,-83.181664889,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Fodderstacks","public",10863099
"1535","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.400364454,-82.259394272,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",10863101
"1536","Rhododendron",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,35.837875588,-81.900486418,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10863102
"1537","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.392400743,-82.866813661,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10863103
"1538","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","3.75","cm",NA,35.109238858,-83.198026484,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Cole Mountain","public",10863104
"1539","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.402477566,-82.862311428,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10961890
"1540","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.902890027,-81.887261674,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10961905
"1541","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.362676388,-83.930923294,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10961906
"1542","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.341877688,-82.897997892,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10961907
"1543","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.376880025,-83.969293607,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10961908
"1544","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.094321823,-83.34451036,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Cedar Cliff/The Pinnacle","public",10961910
"1545","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.042453122,-83.54722445,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Standing Indian Mountain","public",10961911
"1546","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.035998443,-83.28289027,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",10961912
"1547","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,36.453675213,-81.486240054,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Phoenix Mountain","public",10961913
"1548","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.874211479,-81.888270177,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10961914
"1549","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.940183824,-81.927259141,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10961915
"1550","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.945189707,-81.909356169,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",10961917
"1551","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.399957026,-82.850361809,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",10961918
"1552","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.451282047,-83.971143851,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10961920
"1553","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.406254016,-83.998773224,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10961921
"1554","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.079087318,-83.139752492,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whiteside Mountain","public",10961922
"1555","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.401429778,-83.997053401,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",10961923
"1556","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.007872598,-83.122623169,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",10961924
"1557","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.018935954,-83.074312322,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",10961925
"1558","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36,-81.85,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Harper Creek","public",10961927
"1559","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.433570336,-81.381852092,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",10961928
"1560","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36.09955122,-82.434431475,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Nolichucky River","public",10961929
"1561","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.4,-82.3,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",10961930
"1562","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.1,-82.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Big Spice Ridge","public",10961931
"1563","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","17.5","cm",NA,35.384513953,-82.724508679,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Bradley Creek","public",10961932
"1564","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.725530127,-82.21754264,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Flinty Gap; Stop at MP 349ish on Pkwy.  Overlook is ""View Mt. Mitchell Elev. 6684, Elevation here is 4825."" hike trail to R of overlook ca. 300m to plot.","public",10961933
"1565","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.566649594,-81.670953028,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"South Mountains Game Land - Rollins Tract","public",10961934
"1566","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.342492466,-82.876006487,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",11061251
"1567","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.935106706,-81.91921776,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",11061252
"1568","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.400351967,-82.865675834,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",11061253
"1569","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.376880025,-83.969293607,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11061254
"1570","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.4,-82.3,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cloven Cliffs","public",11061256
"1571","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.292710912,-82.915981633,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Tamasee Bald","public",11061257
"1572","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.406382258,-81.467488525,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Mount Jefferson State Park","public",11061259
"1573","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,36.39908679,-80.27973311,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hanging Rock State Park; Not sure coordinates ""translated"" correctly from cover sheet into database - some numbers unclear for UTM-N.;  AND: Pine-heath woodland","public",11061260
"1574","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.081365935,-81.793872749,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Escarpment","public",11061261
"1575","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.852986341,-81.905309064,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",11061262
"1576","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.859100069,-81.883449375,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",11061263
"1577","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.391679986,-82.889917128,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",11061265
"1578","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.4,-82.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",11061266
"1579","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.02,-81.82,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Lost Cove Creek","public",11061267
"1580","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.285404762,-83.48676201,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",11061269
"1581","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.103716164,-82.891157904,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Frozen Creek Road","public",11061270
"1582","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.079570821,-82.906054623,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Bearwallow Creek","public",11061271
"1583","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35,-83,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Herman's Glen","public",11061272
"1584","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.60359734,-81.636650554,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"South Mountains SP - Jacob Fork; See cover sheet for drawing","public",11061273
"1585","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.838170949,-81.897168003,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",11061274
"1586","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.451282047,-83.971143851,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11061275
"1587","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.383716667,-83.086016667,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",11061703
"1588","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.093691415,-81.915275483,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Newland","public",11061718
"1589","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,36.408685989,-81.51050985,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Paddy Mountain","public",11164205
"1590","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.044051878,-83.56119406,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Yellow Mountain","public",11164207
"1591","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,36.396822761,-81.552927406,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bluff Mountain","public",11164208
"1592","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,36.44786413,-81.06571425,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bullhead Mountain; Plot located to avoid largest cliffs.","public",11164209
"1593","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.359017789,-82.833248654,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",11164212
"1594","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.365254763,-82.83217914,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",11164213
"1595","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.366894457,-83.979491046,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11164214
"1596","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.4,-83.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11164215
"1597","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.396550847,-83.997533248,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11164216
"1598","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.461410853,-83.969753766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11164217
"1599","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.365809232,-83.957664678,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11164218
"1600","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.37595437,-83.984886244,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",11164219
"1601","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,34.979097812,-83.111765502,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",11164220
"1602","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.001116385,-83.139786798,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",11164222
